comment,class
oq as pessoas nao fazem por fama e dinheiro so olha esse video clip que vc entende,0.0
de onde q ela tirou q as mulheres trans sao submissas aos homems q pessoa maluca misericordia tenho nojo dela e de todos q a apoiam,1.0
o que nao gostei foi beijando com outro,1.0
mee soltaa po brabaaa qem ja ouviu mais d 3 vezes,0.0
estou impressionado com a letra dessa musica muito boa em,0.0
misericordia senhor tenha misericordia dessa mulher,0.0
nao sei se rio ou se choro,0.0
primeiro o cara lanca uns funk monstro passando uma visao tlgd ai dps some e aparece com isso ae mundo cao,0.0
fica de tres,0.0
faz issso n,0.0
o tanto de deslikes que esse video tem o wayv ganhou de likes e muito mais,0.0
vc pode vender a prata da um dinheiro bom,0.0
isso que e cultura parabens,0.0
que bosta,1.0
comedor de saci misercordia vey,1.0
cria da quebrada o que o nao faz ne sdds2012 nao tenho preconceito mas nao tem necessidade esse beijo,0.0
c a moda pega teremos uns sarrando nos outros,0.0
tmj,0.0
perdeu a moral essa placa placa e tipo um presente dos seus inscritos,0.0
gente eu amei porque assim eu moro na area rural e eu amo morango eu sou sua fa te amo muito voce eo meu morango favorito falando isso como fa claro ne me nota linda,0.0
sou eu a unica que sentiu uma sensacao estranha no fim dessa musicacomo se estivesse perdida numa floresta ou acabou de fazer algo q nao devia,0.0
que merda mano foi mal,1.0
vou darmuito biscoito pra esse bolsofa mas nao vou perder me jogar nessa farofa deliciosaaaaa,0.0
o que e subumissa,0.0
nossa mano o que o youtube e pra voce parece que nao liga pro sonho das pessoas destroi uma placa de 100k de inscritos enquanto uns com 600 ou ate mesmo 1k sonham ter uma dessas praticamente esta desvalorizando seus inscritos nao so seus inscritos que te deram essa placa nao mas sim a sua historia no youtube,0.0
por isso sou fa dela,0.0
musica nem e tao ruim mas esse clip foi bem desnecessario,0.0
piada,1.0
maravilhosa,0.0
falaram pra mim que o meu amigo cadeirante ouviu essa mussica e conseguiu andar pra desligar,1.0
vim por curiosidad e me arrependi,1.0
vamboraaaaa,0.0
scr que bomba querendo se promover encima das poc escroto,1.0
mds ela pisando nos morangos,0.0
to viciado nessa musica de tanto falarem,0.0
tenho certeza que os que deram deslike ja devem ter ate decorado a musica adoram uma militancia mas vira as costas e ta descendo ate o chao,0.0
essa mina cheira muitooo ta na caraaaa,0.0
puto se nao queria a placa me dava porra,1.0
credo que demonio e esse,1.0
mono essas pessoas que fica com preconceito da ranco,0.0
cara calem a boca primeiro o significado disso e a busca do 1000000 e nao o abandono dos 100000 as pessoas que criticam nao sao fas dele mas haters querendo tirar os fas e segundo vcs so criticam pq seu canal n chega a 1000 inscritos vc n tem uma placa desta entao fica invejando quem tem,0.0
onde clica pra desver,1.0
vc e feia demais,1.0
manoooooo eu gostava,0.0
ela e linda eu queria ficar com ela,0.0
racista escrota e feia sem postura nenhuma de uma mulher descente espero que as autoridades competentes possam levar essa criminosa a justica pois aos olhos de deus somos todos iguais,1.0
me julguem adoreiiiiiii a musica e o video e os videos ne nada de novidade,0.0
ki merda,1.0
essa fusao de com um babuino ainda nao parou na frente do espelho pra perceber o quanto ela e horrivel e ainda por cima ser racista,1.0
misericordia onde chega o ser humano,0.0
so vim ver os comentarios,0.0
maisuqeissu,0.0
coitada dessa mulher ridicula parece o,1.0
o diabo nao presta mesmo ele arrasta visualizacoes pela concupiscencia ou pela curiosidade tem como desver isso,1.0
brasileiro e foda pqp,0.0
to chocada com essa musica coisa linda,0.0
essa menina e tao linda,0.0
tbm vim coferir o video pela repercussao e oque tenho pra a dizer e pois do coracao saem os maus pensamentos os homicidios os adulterios as imoralidades sexuais os roubos os falsos testemunhos e as calunias,0.0
apaga que da tempo,0.0
vandalismo,0.0
ela pode falar coisas fora da lei mas vamos ser sinceros seus bandos de hipocritas ela tem razao,0.0
engracado que ela nao aceita a propria cor ou ela acha que e branca ridicula,1.0
lixo,1.0
a mulher e verdadeira fala mesmo mais e e feio mesmo as pessoas que ela fala,0.0
o que e isso gente,0.0
nossa perfeitos demais,0.0
que lixo e esse clip o pior de todos,1.0
eu ja dei deslike nesse video hoje,0.0
mais bonita q vc ate cu de jacare,1.0
alguem sabe onde eu posso comprar uma bomba com gas venenoso para jogar em cima dessas pragas,1.0
o de oh meu deus eu to viciada nessa musica,0.0
bosta,1.0
imbecil,1.0
idiota,1.0
cara isso foi muito retardado muita gente tem um sonho de chegar a 100k e vc faz isso,1.0
assisto seus videos e vejo como vc prescisa de deus,0.0
mais tem demencia essa mulher,1.0
essa mulher tem amigos acho que nao,0.0
tu nao ve o cao pq tu e ele,0.0
coisa do cao isso deus tem misericordia da sua vida,1.0
ate agora tentando entender o que tipo de mensagem a musica quer expressar juro que so vim ver o clipe para tirar minhas proprias conclusoes complicadoque mensagem esta passando para essa nova geracao,0.0
otimo clip para assistir num domingo com a familia,0.0
q fita ta loco beijo memo,0.0
mano isso foi daora,0.0
posta escadona,0.0
o cara e maluco vei,0.0
sabe q eu relaxo uhul,0.0
a unica coisa que presta o instrumental,0.0
depois ainda pede respeito,0.0
essa tal de day e sinistra,0.0
mano ta de brincadeira essa musica ne mn,0.0
so fala besteira,0.0
diz que ta bem com a beleza mais quer ser trans pra ser bonita,0.0
vim devidos as criticas e me deparo com uma musica foda realmente top mais eu vejo que so os artista masculino podem expressar certas coisas na musica ne meu povo vamos evoluir a musica ta muito foda,0.0
lugar de mulher e onde ela quiser e cantando o que quiser,0.0
sua nojenta,1.0
nunca falha em decepcionar,1.0
que tipo de droga voce fumou,1.0
quando eu tinha 7 anos eu sempre ouvia suas musicas agora que eu tenho 33 a os eu ainda to ouvindo a suas musicas,0.0
quem veio dar deslike da like,0.0
melhor clipe q ele ja fez adorei ta de parabens,0.0
e oq malukoooo,0.0
quem veio pra ver quantos ta em deslike,0.0
mulher vc e tao feia eu sei que sua estrela nao brilha nao tenta apaga a nossa,1.0
mulher feia da pohha mds vey,1.0
e interessante pq muito do que ela fala e verdade,0.0
agora ja sabem porque o caracol ganho,0.0
u de unico,0.0
desnecessario,0.0
maravilhosa 128,0.0
so quero dizer que esta artista fez uma perdida enorme en un show nao teve publico practicamente,0.0
uma bela merda,1.0
essa porcaria tinha que censurado,1.0
pensei que a musica falava sobre aborto,0.0
a melhor parte da musica e 157,0.0
como voces dao fama pra essa racista,1.0
como quiser pode ficar de tres saci corre aqui,0.0
credo,0.0
quem gostou curte,0.0
o meu primo literalmente e mudo mostrei essa musica pra ele e ele falou pra mim desliga essa merda,1.0
comedor de saci,1.0
oque e isso na tela do meu computador,0.0
nossa q loco,0.0
nossa voce parece o para de critica a ela nao tem cabelo de palha voce que tem cabelo de bico de palha da a te nojo de falar com voce seus fas sao seu inimigo para de falar mau do pessoal o quanto mais voce fala mais fas voce ta perdendo liguem gosta de voce so o seus amigo que se chama de inimigo inveja,1.0
iconica,0.0
putaria e alusao ao inferno,1.0
mds,0.0
nojento,1.0
gostei,0.0
se escrever no meu canal pra mim chegar a 1000k,0.0
que musica horrorosa,1.0
deixei o meu aki,0.0
eu ralando pq quero a de 100 mil e ele estraga,0.0
o melhor amei foda,0.0
sou pobre e tbm nao sou famoso mais isso nao tira o meu gosto de falar que oooh musica paia da boba do rato ai tem q mostrar a raba e falar q e arte,0.0
ele e escaralhado msm tu e d vdd,0.0
pica pau canta melhor,0.0
altos fiscal de cu,1.0
quem sentiu um arrepio de agonia da like,0.0
so acho que o youtube nao devia mandar a outra depois disso,0.0
amoooooo,0.0
isso e so pra chamar atencao ou o que meu voce tem que estar mais que satisfeito por ter ganhado isso e correr atras de outros nao cuspir no que voce ganhou como se fosse um nada porque muitas pessoas sonham em ter um desse e as que tem sentem orgulho ai esta um exemplo de uma pessoa que nao e nem um pouco humilde e que nao sabe dar valor pro que tem e nao venham com comentarios a placa e dele e ele faz o que ele quiser achei isso uma falta de respeito com o youtube e principalmente com as pessoas que sonham em ter essa placa mas ainda nao atingiram o objetivo comeca a dar valor pras tuas coisas mano,0.0
chapo,0.0
o que a pessoa nao faz por pink money,0.0
amo voce,0.0
lindaaaaaaaa,0.0
gente nao era necessario beija na boca de outro homemou era meu deus qui escolhanbacao magina a cara de uma crianca quando viu isso mds,1.0
respeito todo tipo de artista menos os que se aproveitam da causa dos outros pra ganhar midia,0.0
nossa que clip e esse remete tantas coisas valhaa,0.0
ta certo,0.0
ela deve ta maluca,1.0
o negoso e titanio,0.0
cria de favela,0.0
ele tem filho,0.0
doente essa horrorosa frustada sofreu muito bullying revoltada querendo descontar suas frustracoes e revolta nos outros,1.0
lamentavel,1.0
vai ser banido desgracado,1.0
espero q n ganhe a de 1 milhao so pra ver no q da,0.0
a musica e boa mas cara um clipe demora tempo para se fazer entao isso pode ter sido gravado antes do termino acho que um dos motivos pode ser isso se ela superou ok,0.0
cara pena eu n tenho pq plmds ninguem mais ta aguentando essa mulher deus que me perdoe mais dps de tantos pecados q ela fez incluindo queimando a biblia eu duvido muito q ela tem salvacao essa ai ja ta no colo do capeta,1.0
ela disse que os trans e mais bonito que ela ate o meu cachorro,1.0
depois dizem que os homens que sao sem coracao que sao safados e a mina terminou com o cara a pouco tempo e logo depois ja aparece se esfregando em outro cara,1.0
ridicula quando ser gente vem fala comigo,1.0
me solta pohaaa,0.0
e uma gata tem um corpo lindo e amei o perfeito,0.0
tampa o que voce nao tem,0.0
se e loku,0.0
brasil perdeu o hexa ne dai tudo bem mais beijando outro cara aii nao ne,1.0
essa porta ta e com capeta pomba gira pura ah num vai longe nao ainda bem que saiu das maos dessa vadia,1.0
meu deus,0.0
que desgraca e essa,1.0
i de impecavel,0.0
enquanto muitos por ai querem uma voce destroi pelo motivo de querer uma de 1 milhao babaca,1.0
maravilhosa,0.0
essa segunda fa base do vitu e tudo,0.0
credo,0.0
os morangos mo7rendo,0.0
gostava ela sim,0.0
quer dizer que voce nao gosta da gente mentira voce ama a gente e eu tambem te amo lovefelix,0.0
n vi quase nada de errado o povo come o coro dela por causa da letra,0.0
nossa vc tem demencia que burici isso e uma placa de 100 mil,1.0
passei so pra deixar o deslike,0.0
gente que clip e esse isso nao e empoderamento minha filha se liga,0.0
so uma coisa que ela falo a verdadea e mais bonita que a sim gente minha opiniao,0.0
era aquilo que tava botando nela enquanto ela tava desacordada mds preferiria a morte,0.0
ferro,0.0
tu perdeu teu chico ele e meu nam,0.0
ta super engracado com essa roupa alem disso a musica ficou ate que divertida ta arriscado esse ditado pegar na boca do povo mim soltar p,0.0
o brasil que eu quero pro futuro e um brasil sem viadice sem gente que forca a nvl estremo pra ganhar ibope,1.0
comedor de cadeirante,1.0
impressionante o poder da musicaeu acabei de ver o video junto com minha irma ela e cadeirante foi quando ela levantou e desligou a tv na tomada fiquei chocad,0.0
e eu aki querendo uma q do pqp,0.0
mano youtube expulsa ela por favor,0.0
como q fica de 3 alguem explica,0.0
diaba,1.0
quando ela chegar no inferno nem diabo vai expulsar ela,1.0
eu adoro essa musica escuto direito no spotify mas esse clipe e esquisito demais talvez se nao tivesse esse final parece que uma coisa horrivel que aconteceu e ela foi abandonada nem sei pq voltei aqui,0.0
o youtube nem precisa mandar a de 1 milhao ne sabe que voce vai destruir tambem,0.0
pode me doar do mesmo jeito o botao de ferro cortado eu colo e vendo para seus fans eles vao querer o botao do,0.0
uma das melhores cantoras do brasil na minha opiniao mas ela ja fez clipes muito melhores que esse acho que ela ta pegando muito pesado na letra e assim deixando suas musicas chata mas nunca iremos negar que suas musicas sao muito boas,0.0
mulher nivel baixo,1.0
um monte de gente q nao tem o q fazer dando ibopepra ela comentando e xingando ela so aumentando a fama dela,0.0
lacroou,0.0
mais uq e isso,0.0
pega meu dislike ae cara vacilao tanta gente querendo uma mesmo sendo de ferro,1.0
podem chamar esse clipe de s4t4nico mas pode ter certeza que e um clipe bem feito considero essa a melhor musica do album e esse o melhor videoclipe,0.0
a cada lancamento das novas musicas que sao lancadas no br e tudo putaria de 100 das musicas 999 e tudo insinuando sexo ja pararam pra pensar e e super normal,1.0
concerteza vc vai conseguir vc e fera d s2,0.0
mds q isso,0.0
tira foto com mendigo na rua,0.0
perfeita,0.0
autentica ser autentica e uma coisa ser racista mentirosa e um ser humano desprezivel e outra voces confundem autenticidade com gente escrota agora qualquer discursinho de odio virou autentico nao a mulher esta sendo oposto a isso ta agindo desse jeito falso so por atencao ai tem gente chamando a criminosa de autentica acordem alias criticar uma pessoa por ser preconceituosa menosprezando suas caracteristicas faciais e nada mais nada menos que hipocrisia,1.0
mds q isso,0.0
e bruxo,0.0
quem gostou bate palma quem n gostou senta e assiste os 30m,0.0
que fita e essa,0.0
te amo,0.0
mano babaca do krl,1.0
que nojo,1.0
ridicula,1.0
ela e doente e esta fazendo um jogo na qual todos estao caindo,1.0
gente qual o problema,0.0
pra que tanta idiotice cara,1.0
mano eu partucularmente nao tenho nada contra ela o problema e que mttos a chamam de feiae ela pra se sentir bem e dar a volta por cima humilha os outrosai as pessoas vao la e continuam falando mal dela e por ai vai se eu tivesse a oportunidade de falar com ela concerteza eu diria pra ela se amar mais sem ter q diminuir outra pessoa,0.0
a mulher como um objeto q pena,0.0
meu sonho e que essa bixin flop ate fazendo o pior ato,0.0
essas coisa inventa cada coisa,0.0
meu deus que horror,0.0
parece mestruacao,0.0
rumo a 4 milhoes de dislikes,0.0
o povo gosta de inventar ne gente nem tudo e diabo e entidade se liga o clipe vem mostrando toda essa emocao de luxuria e alto libido fala do lado mais selvagem da sexualidade humana que na musica e representado por morangos que ja sao simbolo de sensualidade e sexo mas tudo e momentaneo toda a luxuria e esse sentimento tanto que nao e atoa que no final do clipe as bailarinas somem e esta sozinha na cama e fica em uma posicao fetal tanto que ate os morangos somem nessa parte e so fica a cama manchada,0.0
as ideias,0.0
nao acredito que tu vai fazer isso,0.0
essa mulher nao cansa de ser feia nao,1.0
gjuis mais fiko foda,0.0
alguem pode me dizer qual o calibre do tiro que essa mulher tomou no nariz 762x39 ou 45 acp e eu que pensava que meu nariz era feio,1.0
posso afirmar com certeza que essa pessoa e a criatura mais horrenda que me deparei em 40 anos desprezivel em absolutamente todos os sentidos,1.0
sdds de quando o respondia mas vc e foda aft,0.0
nojenta,1.0
i de imitaram a perfeicao,0.0
ate o ta queimando a roscas,1.0
cara otario,1.0
nao sei pq o hate adorei a musica melhor parte foi quando acabou,0.0
sangue tem pode olha no final ela assustada com o aborto cheio de sangue,0.0
que polemica que vai dar,0.0
estrago o presente do youtube,0.0
eu adoro ela muito engracada,0.0
bizarro vendeu a alma pro diabo deus tenha misericordia,1.0
trilha de femicido candidata a depressao e tarja preta,1.0
viciei,0.0
idiota,1.0
pq eles simplesmente n ignoram ela,0.0
sempre admirei muito mais sinceramente passou dos limites,0.0
tenho do desse suposto boy dela,0.0
ameiii,0.0
aaaaaa caralho que aquele homem,0.0
se a familia tradicional brasileira achou isso um ataque aos bons costumes esperem ate eles descobrirem o black metal sendo iconica e maravilhosa como sempre,0.0
apologia ao demonio,1.0
manoo isso tambem simboliza que vc tem 100000 pessoas ao seu lado que te curtem que gostam de vc e vc nao acha nada demais,0.0
sou seu fa cara mas oque e isso tanta mulher no mundo e logo tu pra beijar o rapaz nao creiooo e a vida ne,1.0
lixoooi,1.0
mano c tem demencia,1.0
lixo,1.0
a crianca e um dos seres mais puros dessa terra como ela tem coragem de falar isso da nojo dessa mulher,1.0
voce nao da valor do que tem,0.0
parece que acabou de nascer,0.0
machismo so os homens que tao dando dislike,0.0
entrei pra ver os deslikes e fiquei tipo omg,0.0
essa mulher e doida,1.0
e acho que n saiu caro esse clip chuto uns 100 conto de morango,0.0
nao sabia que ele era viado beijando a boca do cara me responda,1.0
babado esse video viu misericordia toda hora venho aq pra ouvir dnv porque a bagaca e viciante,0.0
vergonha alheia,1.0
mas essa sua busca parece um cu sem falar esse catarro que nao para de querer sair do seu si que vc chama de matraca cu,1.0
falador passa mal voaaaa,0.0
ruim dms,0.0
to ate agora tentando ficar de tres,0.0
ela acordando ensanguentada me remete a aborto como ela cultua a deusa que e conhecida tambem como um demonio de sensualidade empoderamento feminino e no credo judaico a responsavel por diversos abortos n curti nem descurti pq a letra e chata mas o clipe e interessante da margem p varias interpretacoes subliminares,0.0
perfeitossss,0.0
realmente e a unica faixa do album que eu nao curti nao faz bem meu estilo e o clipe tem umas cenas muito vermelhas a questao do sangue que nao posso ver pois fico nervoso por conta de um trauma familiar mas entendo perfeitamente o contexto e a seriedade desta musica dentro do cenario do disco a arte nao existe somente para agradar fazer rir chorar desagradar causar repulsa confundir mas tambem serve para externar e levar a uma refleccao que possa rever os nossos conceitos e padroes como pessoas enquanto seres humanos seucesso sempre,0.0
k de rindo de vcs dando deslike,0.0
k ke incrivel,0.0
isso e real mesmo,0.0
menos 1 inscrito desumilde,0.0
meu deus o mundo ta perdido msm q letra horrorosa e tem gente que acha q isso e musica,1.0
vc e ridiculo kra,1.0
nao entendi o pq de tanto hate galera anda meio amargurada,0.0
sua jornada n vai comecar ja comeco deis de q vc crio o canal,0.0
confesso q so vim por causa do beijo,0.0
agora solta o anel,1.0
lixo,1.0
tlgd ne que quando vc for ao inferno nem o diabo vai te querer ne racista escrota do caralho so aguarda que a justica de deus existe e um dia todos dela irao provar todo joelho se dobrara diante dele amem,1.0
nao vejo nada de mais adorei a musica musica de fazer altas posicoes,0.0
tudo comeca pelo beijo daqui a pouco esta montado na vara,1.0
g de grandiosoo,0.0
pior gripe que eu ja vi na minha minha vida,0.0
tu nao vai ter outra vida capeta do inferno,1.0
quem tomou um susto com o beijo,0.0
ela ja nao e mais aquela mulher sexy e bonita esta mais pra perturbada,1.0
e voce satanas,1.0
adora o do negao,0.0
eu nunca mais nunca mesmo ia ter coragem de fazer isso,0.0
gente o tamanho desse morango e pra representar o tamanho da bunda,0.0
uma vibe mais menstruacao e afins,0.0
vamos rumo a um milhao meu xapa,0.0
essa foi a atitude mais retardada de 2015 eu sei que o youtube e obrigado a dar a placa pra quem chega a 1 milhao de inscritos eu sei mas na minha opiniao o youtube nao deveria dar pra ele ele destruiu a placa de 100k que historia e essa de esta me prendendo a 100 mil pessoas mano isso e pra voce lembrar e depois olhar pra placa dizer nossa eu conquistei e so isso que tenho a dizer,1.0
imagino o diabo e deus conversando deus olha la alguem fez uma musica pra vc e estao reclamando pra mim fazem uma por dia e os satanistas ficam numa boa o diabo pois e eu entendo mais de marketing,1.0
3 beijos,0.0
isso e horripilante,1.0
mano meu sonho e ter uma dessa eu queria ate se fosse de 10 incritos eu queria,0.0
pessoal futil que quer exibir condicoes financeiras se diz socialite mais a postura e de favelada brasileira com desculpa de tampar o seio quer mostrar computador apple tose sem colocar a mao na boca toda pra fungando esse nariz de plastica muito prega,1.0
nao sei como alguem consegue colocar tanta referencia em 1 minuto de musica e pra um rolo que foi tao fulgaz quanto o cheiro do perfume de alguem trazido pelo vento,0.0
levei 1 mes pra aprender o refrao mais se colocar a velocidade mais devagar vc consegue e tender perfeitamente o refrao,0.0
vir porque falou que o demonio tava envolvido nessa musica,0.0
meu sonho e ter uma dessa e voce destroi a sua como se fosse nada,0.0
num e nem um pouco branco,0.0
tema da proxima festa do morango aqui em gravata pe ja vejo as familias cantando em coro teu pirulito tendencia,0.0
vcs sao incriveis,0.0
e uma recalcada so fala mau de mlhr pq queria ser igual a nos,1.0
que vergonha gente senhor,0.0
lixo,1.0
que musica perfeitaaa,0.0
pq ela acorda assustada,0.0
ilhao de inscritos pro,0.0
cade as flores,0.0
eu querendo uma e ele destruindo amiga sua lokaa,0.0
e incrivel como uma pessoa com essa personalidade ainda e bem vista por algumas pessoas na sociedade isso e realmente inexplicavel as criticas em relacao ao racismo famosos dentre outras realmente ela nao tem alma falando coisas sem nexo nenhum impressionante hipocrisia nao entendi a forma como ela age esta totalmente fora do comum,0.0
e serio q ela disse quem me dera ser trans mds q ridicula o problema nao e a pessoa querer ser trans o problema sao os motivos q ela tem pra dizer isso ela fala tanta coisa escrota e simplesmente esquece q as pessoas trans sofrem muitooooo preconceito infelizmente e por isso muitas pessoas tem problemas em se assumir quando alguem fala que queria ser trans por esses motivos ai ela resume a transexulidade ao s requisitos citados q vergonha,1.0
estranho esse beijo,0.0
oq a musica tem haver com flores,0.0
sera que denunciar o video e errado,0.0
uma bela merda,1.0
que menino escroto,1.0
flores esse nome me lembra mt um tal,0.0
so acho que seria uma boa ele perde essa conta do youtube pra deixa ser assim,0.0
gosto muito de mulher ate essa musica e boa mais a referencia que esse clipe traz e forte de mais essa mulher so pode ta possuida,1.0
que isso aaah e o sucessoeu amooooo,0.0
irado e tbm engracado,0.0
gostosa,1.0
quem entrou pra ver os deslikes,0.0
gostei,0.0
bufou em cima viu sakana,0.0
deixa eu ficar encima voce fica embaixo claramente ela esta falando da cama beliche ela vai dormir em cima e o vitao comedor de em baixo voces que so pensam maldade,0.0
alguns acharam ruin por causa do beijo e dai a boca e dele pra min o video esta top e falem oq quiser cada um faz oq qer,0.0
sai dai mumia,1.0
que beijo foi este em,0.0
gente querendo placa e vc ai quebrando c e doido,1.0
umas pessoas flnd coisas nd a ver vey de u gostei bastante do clipe mas o final parecer de terror mrm mais tirando isso e perfeito esse clipe palhacada desses povos uiii clipe muitoooo bom n vou meti mais esses povos n saber nem oq posta e ficar postando merda eu em te amou,0.0
deus tenha misericordia dessa alma,0.0
varias pessoas lutando por essa placa e voce ai destruindo,0.0
149 do seu nariz tambem,0.0
mais uma que fez um pacto com diabo para ter sucesso e fama,1.0
apesar de ser muito exagerado na parte dela toda ensanguentada de morango eu achei o clipe incrivel e artistico porque fala de um pesadelo dela,0.0
e a dignidade nunca nem vi,0.0
video clipe top satanico,1.0
adoreiiiiiiiii,0.0
faz isso nao cara,0.0
ameeeeei,0.0
guerreira artistia sensacional e diversos outros nomes voces estao malucos so por curiosidade a mulher falando de sexo e sexo e uma coisa horrenda no clip rolando enquanto milhares de jovens assistem achando uma maravilha certo que realmente tem uma mensagem por tras mas todo o clip e esquisito com muita vergonha alheia e cenas que remetem a pornografia n importa a mensagem por tras que volte logo pq isso esta encaminhando o mundo todo pra ir ao inferno,1.0
apaga que da tempo migo,0.0
rumo aos 200000 negativo,0.0
esse clipe se resume em 2 coisas cu e cabelo,1.0
esta pessoa tem namorado coitada solidaoooo,0.0
vai sonhado cuidado pra nao subi alto e cai,0.0
meu que pessoa ridicula que perdoe esse ser,1.0
eu me matando pra chegar aos 200subs e o outro va la e quebra uma das marcas mais importantes do canal dele mds,0.0
eu odeio essa musica,0.0
os haters que lutem,0.0
terrivel esse clipe pois da a enteder que o prazer esta estritamente ligado a uma violencia no final do clipe esta assustada e chega ser assustador o qauanto isso esta vendedo permitindo que meninas entendam que em situacoes abusivas se encontra o prazer,0.0
gente o brasil ja n esta muito bom ai vai e me acontece isso,0.0
que nojo,1.0
embuste de pink money,1.0
633 olhem isso peiiiiiiiiii,0.0
eu realmente espero que o youtube nao te entregue a placa de 1 milhao,0.0
vc n vai ter 1milhao vc vai ter 2milhoes,0.0
sonsa fica de 4 so mais uma vez como quiser pode ficar de 3 saci,0.0
coloquei essa musica pra tocar na festa de aniversario do meu amigo cadeirante e ele levantou da cadeira de rodas e foi ate a jbl do pra desligar ela,1.0
o de orgulho,0.0
circo de horrores,1.0
melhor musica dela,0.0
o povo falando mal e ela tipo que issu critica mermu essa porra,0.0
que musica feia,0.0
mds tanta gente sofre pra ganhar um placa dessa eo babaca vai la e quebra a placa nao merece,1.0
o que adianta as pessoas ficarem chingando ela nada o melhor e orar por ela,0.0
lixo humano ainda bem q n existe maquina de copia devia existir maquina de mandar gente pro inferno,1.0
c de casem comigo por favor,0.0
mano a musica e boa o ruim e se separou com o namorado dela nao faz nem um mes e ja ta ai compre nada tivesse acontecido se fosse eu eu teria um pouco de consideracao mais nao precisa dar deslike pra musica so por causa dos cantores mais sim pela musica,0.0
caraca entregou ate oque eu n esperava,0.0
faloou da aah nao mano alguem me explica a beleza do que so ela ve porque essa coisa ainda ta viva,1.0
musica perfeita pra colocar no alarme q ate acordei 10 minutos antes pra desligar,1.0
que porcaria,1.0
seu lixo,1.0
essas pessoas xingando ela sao as 500000 que ama ela imagina se odiassem,0.0
funk da nova geracao deveria ser proibido por lei sobre pena de morte,1.0
amei,0.0
troxa sem vergonha,1.0
satanas pegou pesado,1.0
entaol da cu boto fe,1.0
perfeita,0.0
para gente eu gostei,0.0
qual o istagrra dela,0.0
os comentarios rachei,0.0
acho q nem sutian tem,0.0
mano muitos querendo uma placa de 100 mil pelo menos e tu destroi a tua te liga,0.0
conheci seu canal a pouco tempo e tava gostando ate ver esse video com uma atitude imbecil e infantil,1.0
sou rockeira e passei apenas pra deixar meu,0.0
pode chegar pode chegar que a festa vai comecar,0.0
nossa gente n sei que tanto vcs odeiam a mulher ela sp fala oq muita gente pensa e n fala ela tem razao povo puxa saco de famoso mesmo enquanto os mendigos na rua passa fome frio e ninguem da nem bom dia pelo amor de deus,0.0
a pergunta e como esse video ainda nao caiu mn,0.0
tanta gente sonhando por isso e voce destroi meu deus voce foi pior que o wolf agora superou ele mds,0.0
me parece que o clipe e a musica estao retratando sobre a liberdade sexual vivida entre os pares de uma relacao no ambito privado dentro de 4 paredes uma mulher sendo livre sexualmente porem ao final e como se a personagem tivesse um despertar e percebesse ou ao menos se sentisse como se tivesse sido violentada julgada usada e descartada nao sei o album todo me remete a traumas dentro de um relacionamento e de uma mulher que sobreviveu a todo esse turbilhao de vivencias e sentimentos mas que hoje nao e mais a mesma experiencias que marcaram a personagem profundamente que ela carrega dentro dela ja nao pensa mais da mesma maneira ainda e tudo muito baguncado mas sente que precisa seguir em frente devido aos compromissos que possui se esta teoria refletir a realidade eu so tenho uma coisa a dizer em primeiro lugar se ame em segundo se cuide com todas as suas forcas e por ultimo faca o que tem vontade viva intensamente segundo a sua propria otica e valores e nao baseado em opinioes alheias,0.0
parem de chorar a a placa e dele e alem do mais se ele tivesse pedido a opiniao de alguem ele falaria,0.0
teve uma queda comentou linda na live dela,0.0
nao gostei essa placa simboliza seus 100k nao mesmo,0.0
rumo aos 4 milhoes galeraaaa,0.0
vai se fude respeitava tanto ele,1.0
vc tem problema,0.0
nossa gente,0.0
desde que li uma teoria que essa musica foi feita pro xama eu to vindo aqui fazer comparacoes com as letras deles,0.0
na parte 041 parece aqueles homens com aqueles carros d ovo passando na rua da sua casa 7 horas da manha acordando a vizinhanca toda,0.0
h de hoje bate 30 milhoes de views,0.0
partiu zueiros com essa nariz de coxinha,0.0
b de brocaram,0.0
que do da placa se e lokao,0.0
se fosse uma mulher beijando e se esfregando na outra a maioria dos comentarios seria o oposto o que vale e a mensagem jura que voces escutam funk pela letra,0.0
esse cara olha muito babaca em vez de guardar pra lembrar dos inscritos,1.0
maravilhosos,0.0
perfeita arrasou parabens,0.0
que merda e essa,1.0
engracado nesses tipos de clips que nem precisa de x video aff menina nojenta procura fama nos milhonario e dps larga e faz essas merda,1.0
brasil so nao domina o mundo pq e humilde,0.0
eu te admirava bastante ate voce chegar fazer uma porcaria dessa,1.0
um lixo que nao sabe nem falar,1.0
s de eu quero saber como as pessoas colocam defeito nessa beldade,0.0
tanta gente querendo isso e vc jogando forq,0.0
eu tenho uma foto orivel dela quem quer ves,0.0
somos todos travestir,0.0
que musica ruim clip ruim tudo uma merda,1.0
o mais engracado e q ela fala mal das pessoas mas nao sabe nada na vida delas ela critica uma pessoa mas n sabe nem se quer o q ela tem no interior mano eu nem tenho palavras pra explicar isto o q ela devia fazer ela olhar no espelho e ver o quanto ela e um monstro de pessoa ela nasceu pra que pra criticar os outros pra falar mal dos outros sabem uma coisa ela se acha muito pensa q e uma deusa e q pode criticar toda a galera mas o mais engracado e q quem e q ta apoiando esse monstro ninguem,0.0
essa mulher me mata de rir,0.0
nao consigo parar de ouvir minha nova fav,0.0
tudoooooooo,0.0
